Chembl_ID,Smiles_ID,Drug_Name,Clinical_Phase,MOA,UniprotID
CHEMBL1141083,,BIBN4096,Phase 2,calcitonin antagonist,Q16602
CHEMBL2105656,CCO.C1C[C@H](C(=O)N(C[C@@H]1C2=C(C(=CC=C2)F)F)CC(F)(F)F)NC(=O)N3CCC(CC3)N4C5=C(N=CC=C5)N=C4[O-].[K+],telcagepant,Phase 3,calcitonin antagonist,Q16602
CHEMBL1141083,,BIBN4096,Phase 2,calcitonin antagonist,O60894
CHEMBL2105656,CCO.C1C[C@H](C(=O)N(C[C@@H]1C2=C(C(=CC=C2)F)F)CC(F)(F)F)NC(=O)N3CCC(CC3)N4C5=C(N=CC=C5)N=C4[O-].[K+],telcagepant,Phase 3,calcitonin antagonist,O60894
CHEMBL1136689,,BIBR-1532,Preclinical,telomerase inhibitor,O14746
CHEMBL26318,CC1=CN(C(=O)NC1=O)[C@H]2C[C@H]([C@H](O2)CO)N=[N+]=[N-],zidovudine,Launched,nucleoside reverse transcriptase inhibitor,O14746
CHEMBL4303663,CN1CCC2=CC3=C(C=C2C1[C@H]4C5=C(C6=C(C=C5)OCO6)C(=O)O4)OCO3,bicuculline-(+),Preclinical,GABA receptor antagonist,Q92952
CHEMBL333826,CC1=[N+](C2=CC=CC=C2C(=C1)N)CCCCCCCCCC[N+]3=C(C=C(C4=CC=CC=C43)N)C,dequalinium,Launched,PKC inhibitor,Q92952
CHEMBL4303385,CC(C)(C)OC(=O)N1CCC(CC1)COC(=O)NC2=CC=CC=C2OC,GW-542573X,Preclinical,calcium channel activator,Q92952
CHEMBL4877048,,NS-309,Preclinical,calcium-activated potassium channel activator,Q92952
CHEMBL4855912,,NS-8593,Preclinical,calcium-activated potassium channel modulator,Q92952
CHEMBL569,CCN(CC)CCOC(=O)C1=CC=C(C=C1)N,procaine,Launched,HMGCR inhibitor,Q92952
CHEMBL339427,CN1CCC2=CC(=C3C=C2[C@@H]1CC4=CC=C(C=C4)OC5=C6[C@@H](CC7=CC(=C(C=C7)O)O3)[N+](CCC6=CC(=C5O)OC)(C)C)OC,tubocurarine,Launched,acetylcholine receptor antagonist,Q92952
CHEMBL4870795,,1-EBIO,Preclinical,potassium channel activator,Q92952
CHEMBL482035,COC1=C2C(=C(C(=C1)CO)C3=C4C(=C(C=C3C(=O)OC)OC)OCO4)OCO2,bicyclol,Launched,NFkB pathway inhibitor,P0DMV8
CHEMBL1972860,CN(C(=S)C1=CC=CC=C1)NC(=O)CC(=O)NN(C)C(=S)C2=CC=CC=C2,elesclomol,Phase 3,oxidative stress inducer,P0DMV8
CHEMBL1241268,C1=CC=C(C=C1)C#CS(=O)(=O)N,pifithrin-mu,Preclinical,HSP inhibitor,P0DMV8
CHEMBL4849592,,VER-155008,Preclinical,HSP inhibitor,P0DMV8
CHEMBL482035,COC1=C2C(=C(C(=C1)CO)C3=C4C(=C(C=C3C(=O)OC)OC)OCO4)OCO2,bicyclol,Launched,NFkB pathway inhibitor,P04792
CHEMBL4870939,,SB-242235,Phase 1,p38 MAPK inhibitor,P04792
CHEMBL4868689,,bifemelane,Launched,acetylcholine release enhancer,P27338
CHEMBL4877864,,BU-224,Preclinical,imidazoline receptor ligand,P27338
CHEMBL2104164,C1C2=CC=CC=C2OC(=O)N1CC(=O)N,caroxazone,Withdrawn,monoamine oxidase inhibitor,P27338
CHEMBL4226242,CN1CC(C2=C(C1)C(=CC=C2)N)C3=CC(=C(C=C3)Cl)Cl,diclofensine,Phase 3,dopamine reuptake inhibitor,P27338
CHEMBL1232653,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O,flavin-adenine-dinucleotide,Preclinical,,P27338
CHEMBL510348,CC1=NC=CC2=C1NC3=CC=CC=C23.Cl,harmane,Preclinical,monoamine oxidase inhibitor,P27338
CHEMBL12208,CC1=CC(=O)OC2=C1C=CC(=C2)O,hymecromone,Phase 2,monoamine oxidase inhibitor,P27338
CHEMBL1256749,CN[C@@H]1C[C@H](C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl.Cl,indatraline,Preclinical,norepinephrine transporter inhibitor,P27338
CHEMBL92401,CC(C)NNC(=O)C1=CC=NC=C1,iproniazid,Withdrawn,monoamine oxidase inhibitor,P27338
CHEMBL1201168,CC1=CC(=NO1)C(=O)NNCC2=CC=CC=C2,isocarboxazid,Launched,monoamine oxidase inhibitor,P27338
CHEMBL2105029,C1=CC(=NC=C1Cl)C(=O)NCCN.Cl,lazabemide,Phase 3,monoamine oxidase inhibitor,P27338
CHEMBL126,CC(=O)NC[C@H]1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F,linezolid,Launched,bacterial 50S ribosomal subunit inhibitor,P27338
CHEMBL4849434,,milacemide,Phase 3,monoamine oxidase inhibitor,P27338
CHEMBL86304,C1COCCN1CCNC(=O)C2=CC=C(C=C2)Cl,moclobemide,Launched,monoamine oxidase inhibitor,P27338
CHEMBL489079,C1=CC(=CC=C1CC/C(=C\F)/CN)F,mofegiline,Phase 1,monoamine oxidase inhibitor,P27338
CHEMBL1256841,C1=CC=C(C=C1)CNC(=O)CCNNC(=O)C2=CC=NC=C2,nialamide,Withdrawn,monoamine oxidase inhibitor,P27338
CHEMBL673,CN(CC#C)CC1=CC=CC=C1,pargyline,Launched,monoamine oxidase inhibitor,P27338
CHEMBL1089,C1=CC=C(C=C1)CCNN,phenelzine,Launched,monoamine oxidase inhibitor,P27338
CHEMBL3889591,CCCN(CC)C(=O)/C=C/C=C/C1=CC2=C(C=C1)OCO2,piperine,Phase 1,monoamine oxidase inhibitor,P27338
CHEMBL1445061,CN1C2=C(CCNCC2)C3=CC=CC=C31.Cl,PNU-22394,Phase 2,serotonin receptor agonist,P27338
CHEMBL569,CCN(CC)CCOC(=O)C1=CC=C(C=C1)N,procaine,Launched,HMGCR inhibitor,P27338
CHEMBL164660,C1=CC(=O)OC2=CC3=C(C=CO3)C=C21,psoralen,Launched,,P27338
CHEMBL887,C#CCN[C@@H]1CCC2=CC=CC=C12,rasagiline,Launched,monoamine oxidase inhibitor,P27338
CHEMBL396778,C[C@@H](C(=O)N)NCC1=CC=C(C=C1)OCC2=CC(=CC=C2)F,safinamide,Launched,dopamine reuptake inhibitor|glutamate inhibitor|monoamine oxidase inhibitor,P27338
CHEMBL1200904,C[C@H](CC1=CC=CC=C1)N(C)CC#C.Cl,selegiline,Launched,monoamine oxidase inhibitor,P27338
CHEMBL18116,CC1=CC(=CC=C1)N2CC(OC2=O)CO,toloxatone,Launched,monoamine oxidase inhibitor,P27338
CHEMBL1255743,C1[C@H]([C@@H]1N)C2=CC=CC=C2.Cl,tranylcypromine,Launched,monoamine oxidase inhibitor,P27338
CHEMBL2355333,CN(C)C/C=C(/C1=CC=C(C=C1)Br)\C2=CN=CC=C2.O.Cl.Cl,zimelidine,Withdrawn,selective serotonin reuptake inhibitor (SSRI),P27338
CHEMBL750,C1=CC=C2C(=C1)C(=NO2)CS(=O)(=O)N,zonisamide,Launched,sodium channel blocker|T-type calcium channel blocker,P27338
CHEMBL4873019,,2-BFI,Preclinical,imidazoline receptor ligand,P27338
CHEMBL4303730,CCNC(=O)CCC/C=C\C[C@H]1[C@H](C[C@H]([C@@H]1/C=C/C(CCC2=CC=CC=C2)O)O)O,bimatoprost,Launched,prostanoid receptor agonist,P42330
CHEMBL4851780,,coenzyme-I,Phase 2,,P42330
CHEMBL3103190,C[C@H]1/C=C/C[C@H](CCCC[C@H](OC(=O)[C@H]([C@@]2([C@@H]([C@H]([C@@H]([C@H]1O2)C)O)OC)O)C)C3=CC=CC=C3)OC,C11-Acetate,Phase 3,,P42330
CHEMBL139,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,diclofenac,Launched,cyclooxygenase inhibitor,P42330
CHEMBL23588,C1=CC=C(C(=C1)C(=O)O)NC2=CC=CC(=C2)C(F)(F)F,flufenamic-acid,Preclinical,chloride channel blocker,P42330
CHEMBL2104293,CC(CC(C)(C)O)O,hexylene-glycol,Preclinical,,P42330
CHEMBL55153,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=C(C3=O)C(=CC(=C4)OC(=O)C)OC(=O)C)C5=CC(=C(C=C5)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C,rutin,Launched,antioxidant|capillary stabilizing agent|nitric oxide scavenger,P42330
CHEMBL4303730,CCNC(=O)CCC/C=C\C[C@H]1[C@H](C[C@H]([C@@H]1/C=C/C(CCC2=CC=CC=C2)O)O)O,bimatoprost,Launched,prostanoid receptor agonist,P43088
CHEMBL1520583,C1[C@@H]([C@@H]([C@H]([C@@H]1O)/C=C/[C@H](COC2=CC(=CC=C2)Cl)O)C/C=C\CCCC(=O)[O-])O.[Na+],cloprostenol-(+/-),Launched,prostaglandin receptor agonist,P43088
CHEMBL3186668,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@@H]([C@@H]1C/C=C\CCCC(=O)O)O)O)O.COC(CO)(CO)N,dinoprost,Launched,prostacyclin analog,P43088
CHEMBL4846229,,dinoprostone,Withdrawn,prostanoid receptor agonist,P43088
CHEMBL4864501,,iloprost,Launched,platelet aggregation inhibitor|prostanoid receptor agonist,P43088
CHEMBL426559,CS(=O)(=O)C1=CC(=CC2=C1N(C3=C2CC[C@@H]3CC(=O)O)CC4=CC=C(C=C4)Cl)F,laropiprant,Launched,prostanoid receptor antagonist,P43088
CHEMBL1051,CC(C)OC(=O)CCC/C=C\C[C@H]1[C@H](C[C@H]([C@@H]1CC[C@H](CCC2=CC=CC=C2)O)O)O,latanoprost,Launched,prostanoid receptor agonist,P43088
CHEMBL1963683,CC(C)OC(=O)CCC/C=C\C[C@H]1[C@H](C[C@H]([C@@H]1/C=C/C(COC2=CC=CC=C2)(F)F)O)O,tafluprost,Launched,prostaglandin inhibitor,P43088
CHEMBL1200799,CC(C)OC(=O)CCC/C=C\C[C@H]1[C@H](C[C@H]([C@@H]1/C=C/[C@H](COC2=CC=CC(=C2)C(F)(F)F)O)O)O,travoprost,Launched,prostanoid receptor agonist,P43088
CHEMBL4859516,,BINA,Preclinical,glutamate receptor positive allosteric modulator,Q14416
CHEMBL4303163,CCS(=O)(=O)N(CC1=CN=CC=C1)C2=CC=CC(=C2)C3=CC=C(C=C3)C#N,CBiPES,Preclinical,glutamate receptor positive allosteric modulator,Q14416
CHEMBL1435977,C1C[C@@](C[C@@H]1C(=O)O)(C(=O)O)N.C1C[C@](C[C@H]1C(=O)O)(C(=O)O)N,cis-ACPD,Preclinical,glutamate receptor agonist,Q14416
CHEMBL8759,C1C[C@]([C@H]2[C@@H]1[C@@H]2C(=O)O)(C(=O)O)N,eglumetad,Phase 2,glutamate receptor agonist,Q14416
CHEMBL4756635,COC1=CC=C(C=C1)C2=CN(C(=O)C=C2)CC3=C(C=C(C=C3)Cl)F,JNJ-40411813,Phase 2,glutamate receptor positive allosteric modulator,Q14416
CHEMBL4851459,,L-glutamic-acid,Launched,glutamate receptor agonist,Q14416
CHEMBL4847192,,L-quisqualic-acid,Preclinical,glutamate receptor agonist,Q14416
CHEMBL3544939,,LY2979165,Phase 1,glutamate receptor agonist,Q14416
CHEMBL1594103,CC(C1=CC=C(C=C1)C2=NNN=N2)(C(=O)O)N,MTPG,Preclinical,glutamate receptor antagonist,Q14416
CHEMBL128772,C1=CC(=C(C=C1[C@@H](C(=O)O)N)C(=O)O)O,4-carboxy-3-hydroxyphenylglycine-(S),Preclinical,glutamate receptor agonist|glutamate receptor antagonist,Q14416
CHEMBL2107549,CC(C)(C(=O)O)OCC1=NN(C2=CC=CC=C21)CC3=CC=CC=C3,bindarit,Phase 2,NFkB pathway inhibitor,P13500
CHEMBL3039355,C[C@]12CCC3C(C1CC[C@]2(C#C)O)CCC4=CC5=C(C[C@]34C)C=NO5,danazol,Launched,estrogen receptor antagonist|progesterone receptor agonist,P13500
CHEMBL4303668,C1C(=O)C(=O)C=CN1C[C@@H](C(=O)O)N,mimosine,Preclinical,DNA replication inhibitor,P13500
CHEMBL4846268,,RS-504393,Preclinical,CC chemokine receptor antagonist,P13500
CHEMBL2107549,CC(C)(C(=O)O)OCC1=NN(C2=CC=CC=C21)CC3=CC=CC=C3,bindarit,Phase 2,NFkB pathway inhibitor,P80098
CHEMBL2107549,CC(C)(C(=O)O)OCC1=NN(C2=CC=CC=C21)CC3=CC=CC=C3,bindarit,Phase 2,NFkB pathway inhibitor,P80075
CHEMBL397976,C1CC(=O)N[C@@H]1C(=O)O,pidolic-acid,Launched,,P80075
CHEMBL88478,CC1=CC=CC=C1NC(=O)NC2=CC=C(C=C2)CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C(C)C)C(=O)N3CCC[C@H]3C(=O)O,BIO-1211,Phase 2,integrin antagonist,P13612
CHEMBL4303683,CC1=CC=CC=C1NC(=O)NC2=CC=C(C=C2)CC(=O)N(C)[C@@H](CC(C)C)C(=O)NCC[C@@H](C(=O)O)NC(=O)[C@@H]3CCCN3S(=O)(=O)C4=CC(=CC(=C4)Cl)Cl,BIO-5192,Preclinical,integrin inhibitor,P13612
CHEMBL4303708,C1CCC2(CC1)C(=C(C2=O)Br)N[C@@H](CC3=CC=C(C=C3)NC4=NC=CC5=C4C=NC=C5)C(=O)O,CT-7758,Phase 2,integrin antagonist,P13612
CHEMBL2104967,CCOCC1=CC(=C(C(=C1)OC)C2=CC=C(C=C2)C[C@@H](C(=O)O)NC(=O)C3=C(C=CC=C3F)F)OC,firategrast,Phase 2,integrin antagonist,P13612
CHEMBL1257246,CC(=CCC[C@]1([C@@H]2CC[C@H]3CC4=C([C@@]3([C@]2(CC[C@@H]1O)C)C)NC5=CC=CC=C45)C)C,SB-683698,Phase 1,integrin antagonist,P13612
CHEMBL4870452,,TCS-2314,Preclinical,integrin inhibitor,P13612
CHEMBL857,C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)O)NC(=O)N2,biotin,Launched,vitamin B,Q13085
CHEMBL4854214,,CP-640186,Preclinical,acetyl-CoA carboxylase inhibitor,Q13085
CHEMBL4875847,,KD-023,Phase 2,ACAT inhibitor,Q13085
CHEMBL857,C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)O)NC(=O)N2,biotin,Launched,vitamin B,P50747
CHEMBL857,C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)O)NC(=O)N2,biotin,Launched,vitamin B,Q96RQ3
CHEMBL857,C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)O)NC(=O)N2,biotin,Launched,vitamin B,Q9HCC0
CHEMBL857,C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)O)NC(=O)N2,biotin,Launched,vitamin B,P11498
CHEMBL857,C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)O)NC(=O)N2,biotin,Launched,vitamin B,P05165
CHEMBL857,C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)O)NC(=O)N2,biotin,Launched,vitamin B,P05166
CHEMBL857,C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)O)NC(=O)N2,biotin,Launched,vitamin B,Q9Y289
CHEMBL4871472,,bipenamol,Phase 2,dipeptidyl peptidase inhibitor,P53634
CHEMBL286447,,bis(maltolato)oxovanadium(IV),Phase 2,tyrosine phosphatase inhibitor,P18031
CHEMBL4859488,,BVT-948,Preclinical,tyrosine phosphatase inhibitor,P18031
CHEMBL4043266,,corosolic-acid,Phase 2,PKC inhibitor|protein tyrosine kinase inhibitor,P18031
CHEMBL3103190,C[C@H]1/C=C/C[C@H](CCCC[C@H](OC(=O)[C@H]([C@@]2([C@@H]([C@H]([C@@H]([C@H]1O2)C)O)OC)O)C)C3=CC=CC=C3)OC,C11-Acetate,Phase 3,,P18031
CHEMBL1015,CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N=NC3=C(C4=C(C=C3)C(=CC(=C4N)S(=O)(=O)O)S(=O)(=O)O)O)C)N=NC5=C(C6=C(C=C5)C(=CC(=C6N)S(=O)(=O)O)S(=O)(=O)O)O,evans-blue,Launched,glutamate receptor negative allosteric modulator,P18031
CHEMBL2104293,CC(CC(C)(C)O)O,hexylene-glycol,Preclinical,,P18031
CHEMBL4303304,CC(C)(C=C)C1=C(C=C(C(=C1)C=CC(=O)C2=CC=C(C=C2)O)OC)O,licochalcone-A,Phase 3,topoisomerase inhibitor,P18031
CHEMBL4857478,,rheochrysidin,Preclinical,protein tyrosine kinase inhibitor,P18031
CHEMBL4869266,,S-nitrosoglutathione,Phase 1,nitric oxide stimulant,P18031
CHEMBL27308,CC(=O)NC(C(=O)O)C(C)(C)SN=O,SNAP,Phase 2,nitric oxide donor,P18031
CHEMBL1200448,C1=CC(=CC=C1SC(P(=O)(O)[O-])P(=O)(O)[O-])Cl.[Na+].[Na+],tiludronate,Launched,bone resorption inhibitor|osteoclast inhibitor,P18031
CHEMBL169,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O)C)C)[C@@H]2[C@H]1C)C)C(=O)O,ursolic-acid,Phase 2/Phase 3,ATPase inhibitor|NFkB pathway inhibitor|STAT inhibitor,P18031
CHEMBL1450004,CC1=C(C(=C2C(=C1O)[C@@]3(C(=CC(=O)C(C3=O)C(=O)C)O2)C)C(=O)C)O,usniacin-(+),Preclinical,MAP kinase activator,P18031
CHEMBL4847515,,bisindolylmaleimide-IX,Preclinical,PKC inhibitor,P06239
CHEMBL4866174,,BMS-536924,Preclinical,IGF-1 inhibitor,P06239
CHEMBL576817,C1=CC(=CC=C1NC2C3=C(N=CN=C3N=N2)N)F,CGP-57380,Preclinical,MAP kinase inhibitor,P06239
CHEMBL1421,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,dasatinib,Launched,Bcr-Abl kinase inhibitor|ephrin inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|SRC inhibitor|tyrosine kinase inhibitor,P06239
CHEMBL4854698,,dorsomorphin,Preclinical,AMPK inhibitor,P06239
CHEMBL202887,C1COCCC1NC(=O)C2=CC=C(C=C2)C3=NC=CC(=C3)C4=C(NN=C4)C5=CC=CC=N5,GW-788388,Preclinical,ALK tyrosine kinase receptor inhibitor,P06239
CHEMBL4868076,,KN-62,Preclinical,calcium/calmodulin dependent protein kinase inhibitor|purinergic receptor antagonist,P06239
CHEMBL4847722,,LY294002,Preclinical,DNA dependent protein kinase inhibitor|mTOR inhibitor|phosphodiesterase inhibitor|PI3K inhibitor|PLK inhibitor,P06239
CHEMBL4858681,,PD-98059,Preclinical,MEK inhibitor,P06239
CHEMBL2105708,CC1=C(C=C(C=C1)C(=O)NC2=CC(=C(C=C2)CN3CCN(CC3)C)C(F)(F)F)C#CC4=CN=C5N4N=CC=C5.Cl,ponatinib,Launched,Bcr-Abl kinase inhibitor|FLT3 inhibitor|PDGFR tyrosine kinase receptor inhibitor,P06239
CHEMBL4869189,,PP-2,Preclinical,SRC inhibitor,P06239
CHEMBL4438584,CN1CCN(CC1)CCOC2=C(C=C3C(=C2)N=CN=C3NC4=C(C=CC5=C4OCO5)Cl)OC6CCOCC6,saracatinib,Phase 2/Phase 3,SRC inhibitor,P06239
CHEMBL4846403,,SB-202190,Preclinical,p38 MAPK inhibitor,P06239
CHEMBL4871888,,SB-203580,Preclinical,p38 MAPK inhibitor,P06239
CHEMBL4859038,,SRC-kinase-inhibitor-I,Preclinical,SRC inhibitor,P06239
CHEMBL4851935,,TC-S-7003,Preclinical,SRC inhibitor,P06239
CHEMBL4744548,CC1=C(C=NN1)NC2=CC(=NC(=N2)SC3=CC=C(C=C3)NC(=O)C4CC4)N5CCN(CC5)C,tozasertib,Phase 2,Aurora kinase inhibitor|Bcr-Abl kinase inhibitor|FLT3 inhibitor|JAK inhibitor,P06239
CHEMBL4868542,,U-0126,Preclinical,MEK inhibitor,P06239
CHEMBL213100,CC1=C(C(=CC=C1)C)OC(=O)N(C2=C(C=C(C=C2)OC)OC)C3=NC(=NC=C3)NC4=CC=C(C=C4)N5CCN(CC5)C,WH-4-023,Preclinical,SRC inhibitor,P06239
CHEMBL4851744,,ZM-336372,Preclinical,RAF inhibitor,P06239
CHEMBL177820,C1(=C(C2=NNN=C2C(=C1Br)Br)Br)Br,"4,5,6,7-tetrabromobenzotriazole",Preclinical,casein kinase inhibitor,P06239
CHEMBL1236539,C[C@@]12[C@@H]([C@@H](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)[C@H](NC6=O)O)NC)OC,7-hydroxystaurosporine,Phase 2,CDK inhibitor|CHK inhibitor|PKC inhibitor,P06239
CHEMBL4847515,,bisindolylmaleimide-IX,Preclinical,PKC inhibitor,P23443
CHEMBL4868076,,KN-62,Preclinical,calcium/calmodulin dependent protein kinase inhibitor|purinergic receptor antagonist,P23443
CHEMBL4857989,,LY2584702,Phase 1,ribosomal protein inhibitor,P23443
CHEMBL4847722,,LY294002,Preclinical,DNA dependent protein kinase inhibitor|mTOR inhibitor|phosphodiesterase inhibitor|PI3K inhibitor|PLK inhibitor,P23443
CHEMBL4858681,,PD-98059,Preclinical,MEK inhibitor,P23443
CHEMBL2134202,CCC1=CN=CN=C1N2CCN(CC2)CC3=NC4=C(N3)C=C(C=C4)C(F)(F)F,PF-4708671,Preclinical,ribosomal protein inhibitor,P23443
CHEMBL4872476,,PHA-767491,Preclinical,CDC inhibitor,P23443
CHEMBL4846403,,SB-202190,Preclinical,p38 MAPK inhibitor,P23443
CHEMBL4871888,,SB-203580,Preclinical,p38 MAPK inhibitor,P23443
CHEMBL4856562,,SB-415286,Preclinical,glycogen synthase kinase inhibitor,P23443
CHEMBL4863031,,SB-747651A,Preclinical,kinase inhibitor,P23443
CHEMBL4868542,,U-0126,Preclinical,MEK inhibitor,P23443
CHEMBL177820,C1(=C(C2=NNN=C2C(=C1Br)Br)Br)Br,"4,5,6,7-tetrabromobenzotriazole",Preclinical,casein kinase inhibitor,P23443
CHEMBL4847515,,bisindolylmaleimide-IX,Preclinical,PKC inhibitor,Q96EB6
CHEMBL4857249,,EX-527,Phase 2,SIRT inhibitor,Q96EB6
CHEMBL198582,C[C@H](C1=CC=CC=C1)NC(=O)C2=CC=CC=C2N=CC3=C(C=CC4=CC=CC=C43)O,sirtinol,Preclinical,SIRT inhibitor,Q96EB6
CHEMBL86537,C1CC(=O)OC2=C1C3=CC=CC=C3C=C2,splitomycin,Preclinical,SIRT inhibitor,Q96EB6
CHEMBL4847599,,SRT1720,Preclinical,SIRT activator,Q96EB6
CHEMBL4297436,CC1=C(SC(=N1)C2=CN=CC=C2)C(=O)NC3=CC=CC=C3C4=CN5C(=CSC5=N4)CN6CCOCC6,SRT2104,Phase 2,SIRT activator,Q96EB6
CHEMBL4853318,,tenovin-1,Preclinical,SIRT inhibitor|TP53 activator,Q96EB6
CHEMBL595354,CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=S)NC2=CC=C(C=C2)NC(=O)CCCCN(C)C,tenovin-6,Preclinical,SIRT inhibitor,Q96EB6
CHEMBL1592101,,bismuth-subgallate,Launched,nitric oxide synthase inhibitor,P29475
CHEMBL1592101,,bismuth-subgallate,Launched,nitric oxide synthase inhibitor,Q8WY41
CHEMBL3103190,C[C@H]1/C=C/C[C@H](CCCC[C@H](OC(=O)[C@H]([C@@]2([C@@H]([C@H]([C@@H]([C@H]1O2)C)O)OC)O)C)C3=CC=CC=C3)OC,C11-Acetate,Phase 3,,P29475
CHEMBL3103190,C[C@H]1/C=C/C[C@H](CCCC[C@H](OC(=O)[C@H]([C@@]2([C@@H]([C@H]([C@@H]([C@H]1O2)C)O)OC)O)C)C3=CC=CC=C3)OC,C11-Acetate,Phase 3,,Q8WY41
CHEMBL1232653,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O,flavin-adenine-dinucleotide,Preclinical,,P29475
CHEMBL1232653,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O,flavin-adenine-dinucleotide,Preclinical,,Q8WY41
CHEMBL444814,C(C[C@@H](C(=O)O)N)CNC(=O)N,L-citrulline,Launched,nitric oxide stimulant,P29475
CHEMBL444814,C(C[C@@H](C(=O)O)N)CNC(=O)N,L-citrulline,Launched,nitric oxide stimulant,Q8WY41
CHEMBL4849447,,L-monomethylarginine,Phase 3,nitric oxide synthase inhibitor,P29475
CHEMBL4849447,,L-monomethylarginine,Phase 3,nitric oxide synthase inhibitor,Q8WY41
CHEMBL1744034,CC(=NCCCC[C@@H](C(=O)O)N)N.Cl.Cl,L-NIL,Preclinical,nitric oxide synthase inhibitor,P29475
CHEMBL1744034,CC(=NCCCC[C@@H](C(=O)O)N)N.Cl.Cl,L-NIL,Preclinical,nitric oxide synthase inhibitor,Q8WY41
CHEMBL454576,C[C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C(=C4)O)O)O)O)O)O,myricitrin,Preclinical,PKC inhibitor,P29475
CHEMBL454576,C[C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C(=C4)O)O)O)O)O)O,myricitrin,Preclinical,PKC inhibitor,Q8WY41
CHEMBL4878204,,NG-nitro-arginine,Phase 1,nitric oxide synthase inhibitor,P29475
CHEMBL4878204,,NG-nitro-arginine,Phase 1,nitric oxide synthase inhibitor,Q8WY41
CHEMBL4876959,,proadifen,Preclinical,nitric oxide synthase inhibitor,P29475
CHEMBL4876959,,proadifen,Preclinical,nitric oxide synthase inhibitor,Q8WY41
CHEMBL3989697,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)[O-])O)O)O.O.O.[Na+],riboflavin-5-phosphate-sodium,Launched,,P29475
CHEMBL3989697,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)[O-])O)O)O.O.O.[Na+],riboflavin-5-phosphate-sodium,Launched,,Q8WY41
CHEMBL4853120,,1400W,Preclinical,nitric oxide synthase inhibitor,P29475
CHEMBL4853120,,1400W,Preclinical,nitric oxide synthase inhibitor,Q8WY41
CHEMBL1233598,C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)O)N=C(N2)N,2-iminobiotin,Phase 2,nitric oxide synthase inhibitor,P29475
CHEMBL1233598,C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)O)N=C(N2)N,2-iminobiotin,Phase 2,nitric oxide synthase inhibitor,Q8WY41
CHEMBL479014,C1=CC2=C(NN=C2C(=C1)[N+](=O)[O-])Br,3-bromo-7-nitroindazole,Preclinical,nitric oxide synthase inhibitor,P29475
