Drug_Name,CNS,Smiles_ID
Hydrocodone,True,COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314.O.O.O=C(O)C(O)C(O)C(=O)O
Hydrocortamate,False,CCN(CC)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C.Cl
Hydrocortisone,False,CCCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
Hydroflumethiazide,False,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O
Hydromorphone,True,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5.O=S(=O)(O)O
Hydroxychloroquine,False,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12
Hydroxyproline,False,CC(C)C[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)O
Hydroxystilbamidine Isethionate,False,N=C(N)c1ccc(/C=C/c2ccc(C(=N)N)cc2O)cc1.O=S(=O)(O)CCO.O=S(=O)(O)CCO
Hydroxyurea,False,NC(=O)NO
Hydroxyzine,True,O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O.OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
Hyoscyamine,False,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)[C@H](CO)c1ccccc1)C2
Ibandronate,False,CCCCCN(C)CCC(O)(P(=O)([O-])O)P(=O)(O)O.O.[Na+]
Ibudilast,False,CC(C)CC(=O)c1c(C(C)C)nn2ccccc12
Ibuprofen,True,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.O.O.[Na+]
Ibutilide,False,CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1.CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1.O=C(O)/C=C/C(=O)O
Icatibant,False,CC(=O)O.N=C(N)NCCC[C@@H](N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N1C[C@H](O)C[C@H]1C(=O)NCC(=O)N[C@@H](Cc1cccs1)C(=O)N[C@@H](CO)C(=O)N1Cc2ccccc2C[C@@H]1C(=O)N1[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)O)C[C@@H]2CCCC[C@@H]21
Icosapent,False,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC
Icosapent ethyl,False,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC
Idarubicin,False,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O.Cl
Idoxuridine,False,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1I
Iloperidone,True,COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1
Imatinib,False,CS(=O)(=O)O.Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1
Imipramine,True,CN(C)CCCN1c2ccccc2CCc2ccccc21.Cl
Imiquimod,False,CC(C)Cn1cnc2c(N)nc3ccccc3c21
Indacaterol,False,CCc1cc2c(cc1CC)CC(NC[C@H](O)c1ccc(O)c3[nH]c(=O)ccc13)C2
Indapamide,False,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1
Indecainide,False,CC(C)NCCCC1(C(N)=O)c2ccccc2-c2ccccc21.Cl
Indinavir,False,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O.O=S(=O)(O)O
Indomethacin,True,COc1ccc2c(c1)c(CC(=O)[O-])c(C)n2C(=O)c1ccc(Cl)cc1.O.O.O.[Na+]
Ingenol Mebutate,False,C/C=C(/C)C(=O)O[C@H]1C(C)=C[C@]23C(=O)[C@@H](C=C(CO)[C@@H](O)[C@]12O)[C@H]1[C@@H](C[C@H]3C)C1(C)C
Iobenguane,False,N=C(N)NCc1cccc([131I])c1
Iodipamide,False,O=C(CCCCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I
Iodixanol,False,CC(=O)N(CC(O)CN(C(C)=O)c1c(I)c(C(=O)NC[C@@H](O)CO)c(I)c(C(=O)NC[C@@H](O)CO)c1I)c1c(I)c(C(=O)NC[C@@H](O)CO)c(I)c(C(=O)NC[C@@H](O)CO)c1I
Ioflupane I 123,False,COC(=O)[C@H]1[C@@H](c2ccc([123I])cc2)C[C@@H]2CC[C@H]1N2CCCF
Iohexol,False,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I
Iophendylate,False,CCOC(=O)CCCCCCCCC(C)c1ccc(I)cc1
Ipratropium bromide,False,CC(C)[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2.O.[Br-]
Irinotecan,False,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC.Cl.O.O.O
Isocarboxazid,False,Cc1cc(C(=O)NNCc2ccccc2)no1
Isoetharine,False,CCC(NC(C)C)C(O)c1ccc(O)c(O)c1
Isoflurane,False,FC(F)OC(Cl)C(F)(F)F
Isoflurophate,False,CC(C)OP(=O)(F)OC(C)C
Isometheptene,True,CNC(C)CCC=C(C)C.CNC(C)CCC=C(C)C.O=C(O)[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)C(=O)O
Isoniazid,False,NNC(=O)c1ccncc1
Isopropamide,False,CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C.[I-]
Isoproterenol,False,CC(C)NCC(O)c1ccc(O)c(O)c1.CC(C)NCC(O)c1ccc(O)c(O)c1.O.O.O=S(=O)(O)O
Isosorbide Dinitrate,False,O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12
Isosorbide Mononitrate,False,O=[N+]([O-])O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O
Isothipendyl,False,CC(CN1c2ccccc2Sc2cccnc21)N(C)C
Isradipine,False,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12
Itraconazole,False,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O
Ivacaftor,False,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O
Ivermectin,False,CCC(C)C1OC2(CCC1C)CC1CC(C/C=C(\C)C(OC3CC(OC)C(OC4CC(OC)C(O)C(C)O4)C(C)O3)C(C)/C=C/C=C3\COC4C(O)C(C)=CC(C(=O)O1)C34O)O2
Ixabepilone,False,C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)N1
Josamycin,False,CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1OC(C)=O
Kanamycin,False,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CSCCOCCSSCCOCCSC[C@H]4O[C@H](O[C@@H]5[C@@H](O)[C@H](O[C@H]6O[C@H](CN)[C@@H](O)[C@H](O)[C@H]6O)[C@@H](N)C[C@H]5N)[C@H](O)[C@@H](N)[C@@H]4O)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](O)[C@@H](O)[C@@H]1O
Ketamine,False,CNC1(c2ccccc2Cl)CCCCC1=O
Ketazolam,False,CC1=CC(=O)N2CC(=O)N(C)c3ccc(Cl)cc3C2(c2ccccc2)O1
Ketoconazole,False,CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
Ketoprofen,True,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1
Ketorolac,True,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O
Ketotifen,False,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1.O=C(O)/C=C/C(=O)O
L-Alanine,False,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)N[C@@H](C)C(=O)O
L-Arginine,False,N=C(N)NCCC[C@@H](N)C(=O)O
L-Asparagine,False,NC(=O)C[C@H](N)C(=O)O
L-Aspartic Acid,False,N[C@@H](CC(=O)O)C(=O)O
L-Carnitine,False,CC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C
L-Citrulline,False,NC(=O)NCCC[C@H](N)C(=O)O
L-Cysteine,False,N[C@@H](CS)C(=O)O
L-Glutamine,False,C[C@H](N)C(=O)N[C@@H](CCC(N)=O)C(=O)O
L-Histidine,False,Cl.N[C@@H](Cc1cnc[nH]1)C(=O)O
L-Isoleucine,False,CC[C@H](C)[C@H](N)C(=O)O
L-Leucine,False,CC(C)C[C@H](N)C(=O)O
L-Lysine,False,NCCCC[C@H](N)C(=O)O
L-Ornithine,False,NCCC[C@H](N)C(=O)O
L-Phenylalanine,False,N[C@H](Cc1ccc(I)cc1)C(=O)O
L-Proline,False,O=C(O)[C@@H]1CCCN1
L-Serine,False,N[C@@H](CO)C(=O)O
L-Threonine,False,C[C@@H](O)[C@H](N)C(=O)O
L-Tyrosine,False,COc1ccc(C[C@@H]2NC(=O)[C@H](Cc3ccc(O)cc3)NC2=O)cc1
L-Valine,False,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)N[C@H](C(=O)O)C(C)C)C(=O)OC2
Labetalol,False,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1
Lacosamide,True,COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1
Lamivudine,False,Nc1ccn([C@H]2CS[C@@H](CO)O2)c(=O)n1
Lansoprazole,False,Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1
Lapatinib,False,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
Latamoxef,False,CO[C@@]1(NC(=O)C(C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CO[C@@H]21
Latanoprost,False,CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](CC[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O
Leflunomide,False,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1
Lenalidomide,False,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O
Lercanidipine,False,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)(C)CN(C)CCC(c2ccccc2)c2ccccc2)C1c1cccc([N+](=O)[O-])c1
Letrozole,False,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1
Leucovorin,False,Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)N2C=O.[Ca+2]
Levallorphan,False,C=CCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13.O=C(O)C(O)C(O)C(=O)O
Levamisole,False,Cl.c1ccc([C@H]2CN3CCSC3=N2)cc1
Levetiracetam,True,CC[C@@H](C(N)=O)N1CCCC1=O
Levobunolol,False,CC(C)(C)NC[C@@H](O)COc1cccc2c1CCCC2=O.Cl
Levobupivacaine,False,CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C
Levocabastine,False,C[C@@H]1CN([C@H]2CC[C@](C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)O)c1ccccc1
Levofloxacin,False,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.Cl
Levomethadyl Acetate,False,CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1.Cl
Levomilnacipran,False,CCN(CC)C(=O)[C@@]1(c2ccccc2)C[C@H]1CN.Cl
Levonorgestrel,False,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC
Levorphanol,True,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13.O.O.O=C(O)C(O)C(O)C(=O)O
Levosimendan,False,C[C@@H]1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1
Levothyroxine,False,N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)[O-].O.[Na+]
Lidocaine,False,CCN(CC)CC(=O)Nc1c(C)cccc1C.Cl.O
Linaclotide,False,C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(N)=O)NC(=O)[C@@H]2CSSC[C@H](N)C(=O)N[C@H]3CSSC[C@H](NC1=O)C(=O)NC([C@@H](C)O)C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O)CSSC[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCC(=O)O)NC3=O)C(=O)N2
Linagliptin,False,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CC1=NC3C=CC=CC3C(C)=N1)c(=O)n2C
Lincomycin,False,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](C)O)N(C)C1.Cl.O
Lindane,False,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl
Linezolid,False,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1
Liotrix,False,N[C@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O
Lipoic Acid,False,O=C(O)CCCC[C@@H]1CCSS1
Lisdexamfetamine,True,C[C@@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCCN
Lisinopril,False,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O.O.O
Lisuride,False,CCN(CC)C(=O)NC1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1
Lithium,True,[LiH]
Lofexidine,False,C[C@@H](Oc1c(Cl)cccc1Cl)C1=NCCN1
Lomefloxacin,False,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21.CS(=O)(=O)O
Loperamide,False,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1.Cl
Loracarbef,False,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CC[C@H]12)c1ccccc1.O
Lorazepam,True,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O
Lornoxicam,False,CN1C(C(=O)Nc2ccccn2)=C(O)c2sc(Cl)cc2S1(=O)=O
Loteprednol,False,CCOC(=O)O[C@]1(C(=O)OCCl)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
Loxapine,True,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1.O=C(O)CCC(=O)O
Lubiprostone,False,CCCCC(F)(F)[C@@]1(O)CC[C@H]2[C@@H](CC(=O)[C@@H]2CCCCCCC(=O)O)O1
Lucanthone,False,CCN(CC)CCNc1ccc(C)c2sc3ccccc3c(=O)c12.Cl
Lumiracoxib,False,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1
Lurasidone,True,O=C1[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(c2nsc3ccccc23)CC1
Lymecycline,False,CN(C)[C@@H]1C(O)=C(C(=O)NCNCCCC[C@H](N)C(=O)O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12
Magnesium oxide,False,O=[Mg]
Magnesium salicylate,False,O.O.O.O.O=C([O-])c1ccccc1O.O=C([O-])c1ccccc1O.[Mg+2]
Magnesium Sulfate,True,O.O.O.O.O.O.O.O=S(=O)([O-])[O-].[Mg+2]
Malathion,False,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC
Mannitol,False,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
Maprotiline,True,CNCCCC12CCC(c3ccccc31)c1ccccc12
Maraviroc,False,Cc1nnc(C(C)C)n1C1CC2CCC(C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1
Masoprocol,False,C[C@H](Cc1ccc(O)c(O)c1)[C@@H](C)Cc1ccc(O)c(O)c1
Mebendazole,False,COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1
Mecamylamine,False,CNC1(C)C2CCC(C2)C1(C)C.Cl
Mechlorethamine,False,CN(CCCl)CCCl.Cl
Meclizine,True,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1
Meclofenamic acid,False,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl
Medroxyprogesterone,False,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
Medrysone,False,CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C
Mefenamic acid,True,Cc1cccc(Nc2ccccc2C(=O)O)c1C
Mefloquine,False,O[C@@H](c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)[C@H]1CCCCN1
Megestrol,False,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
Melatonin,False,COc1ccc2[nH]cc(CCNC(C)=O)c2c1
Meloxicam,True,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1
Melphalan,False,Cl.N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O
Memantine,True,CC12CC3CC(C)(C1)CC(N)(C3)C2
Menadione,False,CC1(S(=O)(=O)[O-])CC(=O)c2ccccc2C1=O.[Na+]
Menthol,False,CC1CCC(C(C)C)C(O)C1
Mepenzolate,False,C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1.[Br-]
Meperidine,True,CCOC(=O)C1(c2ccccc2)CCN(C)CC1.Cl
Mephentermine,False,CNC(C)(C)Cc1ccccc1.CNC(C)(C)Cc1ccccc1.O=S(=O)(O)O
Mephenytoin,False,CC[C@@]1(c2ccccc2)NC(=O)N(C)C1=O
Mepivacaine,False,Cc1cccc(C)c1NC(=O)C1CCCCN1C.Cl
Meprobamate,False,CCCC(C)(COC(N)=O)COC(N)=O
Mepyramine,False,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1
Mequitazine,False,c1ccc2c(c1)Sc1ccccc1N2CC1CN2CCC1CC2
Mercaptopurine,False,Sc1ncnc2nc[nH]c12
Mesoridazine,False,CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21.O=S(=O)(O)c1ccccc1
Mestranol,False,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C
Metaraminol,False,C[C@H](N)[C@H](O)c1cccc(O)c1.O=C(O)C(O)C(O)C(=O)O
Metaxalone,True,Cc1cc(C)cc(OCC2CNC(=O)O2)c1
Metformin,False,CN(C)C(=N)NC(=N)N
Methacholine,False,CC(=O)OC(C)C[N+](C)(C)C
Methacycline,False,C=C1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12.Cl
Methadone,True,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1
Methadyl Acetate,False,CCC(OC(C)=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1
Methamphetamine,True,CNC(C)Cc1ccccc1
Methantheline,False,CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21.[Br-]
Metharbital,False,CCC1(CC)C(=O)NC(=O)N(C)C1=O
Methazolamide,False,CC(=O)N=c1sc(S(N)(=O)=O)nn1C
Methdilazine,False,CN1CCC(CN2c3ccccc3Sc3ccccc32)C1
Methimazole,False,Cn1ccnc1S
Methocarbamol,True,COc1ccccc1OCC(O)COC(N)=O
Methohexital,False,C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O
Methotrexate,False,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O)C(=O)O)cc1
Methotrimeprazine,False,COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2.O=C(O)/C=C\C(=O)O
Methoxamine,False,COc1ccc(OC)c(C(O)C(C)N)c1.Cl
Methoxyflurane,False,COC(F)(F)C(Cl)Cl
Methyclothiazide,False,CN1C(CCl)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O
Methyl aminolevulinate,False,COC(=O)CCC(=O)CN
Methyldopa,False,C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O
Methylergonovine,False,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1.O=C(O)/C=C\C(=O)O
Methylnaltrexone,False,C[N+]1(CC2CC2)CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5
Methylphenidate,True,COC(=O)C(c1ccccc1)C1CCCCN1
Methylphenobarbital,False,CC[C@@]1(c2ccccc2)C(=O)NC(=O)N(C)C1=O
Methylscopolamine,False,C[N+]1(C)[C@@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12
Methyltestosterone,False,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O
Methyprylon,False,CCC1(CC)C(=O)NCC(C)C1=O
Methysergide,False,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1
Metipranolol,False,CC(=O)Oc1c(C)cc(OCC(O)CNC(C)C)c(C)c1C.Cl
Metixene,False,CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1.Cl
Metoclopramide,False,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC.Cl.O
Metocurine,False,COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)[C@H]3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1[C@@H](C2)[N+](C)(C)CC3.[Cl-].[Cl-]
Metocurine Iodide,False,COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)[C@H]3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1[C@@H](C2)[N+](C)(C)CC3.[I-].[I-]
Metoprolol,False,COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc1ccc(OCC(O)CNC(C)C)cc1.O=C(O)/C=C/C(=O)O
Metrizamide,False,CC(=O)Nc1c(I)c(C(=O)N[C@H]2C(O)O[C@H](CO)[C@@H](O)[C@@H]2O)c(I)c(N(C)C(C)=O)c1I
Metronidazole,False,Cc1ncc([N+](=O)[O-])n1CCO.Cl
Metyrapone,False,CC(C)(C(=O)c1cccnc1)c1cccnc1
Metyrosine,False,C[C@](N)(Cc1ccc(O)cc1)C(=O)O
Mexiletine,False,Cc1cccc(C)c1OCC(C)N
Mezlocillin,False,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[Na+]
Mianserin,False,CN1CCN2c3ccccc3Cc3ccccc3C2C1.Cl
Micafungin,False,CCCCCOc1ccc(-c2cc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@H](O)CC(N)=O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)c(OS(=O)(=O)O)c5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)no2)cc1
Miconazole,False,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1.O=[N+]([O-])O
Midazolam,False,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2
Midodrine,False,COc1ccc(OC)c(C(O)CNC(=O)CN)c1
Miglitol,False,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
Miglustat,True,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO.Cl
Milnacipran,True,CCN(CC)C(=O)[C@]1(c2ccccc2)C[C@@H]1CN
Mimosine,False,N[C@@H](CN1C=CC(=O)C(=O)C1)C(=O)O
Minaprine,False,Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1.Cl.Cl
Minocycline,False,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O.Cl
Minoxidil,False,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-]
Mirabegron,True,Nc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3ccccc3)cc2)cs1
Misoprostol,True,CCCC[C@](C)(O)C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC
Mitiglinide,False,O=C(O)[C@H](CC(=O)N1C[C@H]2CCCC[C@H]2C1)Cc1ccccc1
Mitomycin,False,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)(Cl)C4(OCCO4)C3=O)N1C[C@@H]1N[C@@H]12
Mitotane,False,Clc1ccc([C@@H](c2ccccc2Cl)C(Cl)Cl)cc1
Mivacurium,False,COc1cc2c(cc1OC)[C@@H](Cc1cc(OC)c(OC)c(OC)c1)[N+](C)(CCCOC(=O)CC/C=C/CCC(=O)OCCC[N+]1(C)CCc3cc(OC)c(OC)cc3[C@H]1Cc1cc(OC)c(OC)c(OC)c1)CC2
Moclobemide,False,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1
Modafinil,True,NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1
Moexipril,False,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)O.Cl
Molindone,True,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2.Cl
